date,price_sll,sl_minimum_wages,fuel_price_liter,usd_price,exchange_rate,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,rqm,month,year,pop_region,region_eastern,region_north western,region_northern,region_southern,commodity_rice (imported),commodity_fish (bonga),commodity_oil (palm),period_quarterly,pandemics,season_encoded,km_from_city
1/15/2018,2500.0,21000,5000,1.5298,16308.2767,4.33,5.411,9.0,21.0,375.67,416.08,89.648,62.0239,90.5156,1,2018,1043490,0,1,0,0,0,1,0,1,0,0,417
1/15/2018,4000.0,600000,9000,2.1574,6139.215672,3.67,8.522,17.667,17.0,27.67,28.28,64.092,100.6467,98.4035,1,2018,1786879,1,0,0,0,0,1,0,1,0,0,417
1/15/2018,4000.0,600000,9000,1.4644,8929.885283,6.77,9.041,76.675,92.0,806.34,809.91,83.853,84.7804,99.5648,1,2018,1625131,0,0,0,0,0,1,0,1,0,0,417
1/15/2018,10000.0,600000,10000,1.6344,3116.481442,98.29,107.353,224.529,232.0,363.35,341.38,91.937,96.721,106.2544,1,2018,1680416,0,0,1,0,1,1,0,1,0,0,300
1/15/2018,10000.0,600000,10000,0.948,17172.82203,67.67,40.3,101.333,73.0,126.0,96.96,160.412,134.3524,127.1556,1,2018,1786879,1,0,0,0,1,0,1,1,0,0,300
2/15/2018,10000.0,600000,10000,1.9308,17361.24217,1.03,1.68,3.039,4.0,117.8,99.49,90.208,91.008,116.7211,2,2018,1680416,0,0,1,0,1,1,0,1,0,0,300
2/15/2018,10000.0,600000,10000,0.5563,462.4687733,1.0,1.288,4.442,7.0,296.09,252.2,95.418,85.5461,116.74,2,2018,1680416,0,0,1,0,1,0,0,1,0,0,300
2/15/2018,10000.0,600000,10000,0.9638,15297.85617,107.14,105.31,451.494,416.0,1889.77,1710.91,101.661,108.3843,110.3933,2,2018,1565269,0,0,0,1,1,0,1,1,0,0,300
2/15/2018,10000.0,600000,10000,1.3195,13919.56356,5.94,12.435,128.35,125.0,936.26,828.28,62.763,102.5698,112.8812,2,2018,1043490,0,1,0,0,1,1,0,1,0,0,300
2/15/2018,10000.0,600000,15000,1.2131,6510.569256,146.7,114.341,390.709,335.0,670.57,599.17,127.111,116.096,111.7216,2,2018,1625131,0,0,0,0,1,0,1,1,0,0,300
2/15/2018,10000.0,600000,15000,1.5956,791.728569,56.79,42.039,128.057,109.0,220.24,184.85,131.349,116.3433,118.1634,2,2018,1786879,1,0,0,0,1,1,0,1,0,0,300
2/15/2018,7000.0,21000,4000,1.4902,13656.2704,34.96,32.826,135.968,130.0,853.27,902.45,105.646,104.1579,94.6104,2,2018,1565269,0,0,0,1,0,1,0,1,0,0,300
2/15/2018,7000.0,21000,4000,1.0091,15697.32572,14.53,10.314,24.35,33.0,584.36,519.12,127.523,79.2322,112.3293,2,2018,1043490,0,1,0,0,0,0,1,1,0,0,300
2/15/2018,7000.0,21000,4000,0.5432,3533.731677,2.01,3.26,28.347,32.0,423.17,499.16,84.861,90.3176,85.0769,2,2018,1625131,0,0,0,0,0,0,0,1,0,0,300
2/15/2018,7000.0,21000,4000,1.6171,11153.45706,100.65,79.504,209.206,193.0,324.98,292.81,125.029,107.9975,110.6246,2,2018,1625131,0,0,0,0,0,1,0,1,0,0,300
2/15/2018,7000.0,21000,4000,0.8926,1464.586309,13.51,5.237,16.442,9.0,27.0,23.46,180.773,138.8924,110.5706,2,2018,1680416,0,0,1,0,0,0,1,1,0,0,300
2/15/2018,7000.0,21000,4000,0.5498,8718.675206,256.06,249.573,723.907,619.0,1968.61,1726.88,102.55,116.7006,113.9179,2,2018,1043490,0,1,0,0,0,0,0,1,0,0,300
2/15/2018,7000.0,21000,4000,0.5847,11863.30866,14.72,8.094,22.628,15.0,38.69,36.7,150.584,129.4969,104.2655,2,2018,1565269,0,0,0,1,0,0,0,1,0,0,300
2/15/2018,7000.0,21000,4000,1.0155,8109.6986,22.16,16.204,51.093,31.0,85.58,75.82,128.074,147.9314,111.3775,2,2018,1786879,1,0,0,0,0,0,1,1,0,0,300
2/15/2018,7000.0,21000,4000,0.5163,11859.88722,198.86,220.089,591.608,562.0,1466.32,1369.34,90.567,105.2679,107.031,2,2018,1786879,1,0,0,0,0,0,0,1,0,0,300
3/15/2018,7000.0,21000,4000,0.9754,1761.724458,59.1,45.412,100.223,104.0,166.1,170.33,127.144,97.1062,97.6564,3,2018,1565269,0,0,0,1,0,0,1,1,0,0,300
3/15/2018,7000.0,21000,4000,1.7917,9857.50101,189.29,202.456,555.938,512.0,1354.0,1250.95,93.655,108.4054,108.1728,3,2018,1680416,0,0,1,0,0,1,0,1,0,0,300
3/15/2018,9527.29,21000,5000,1.7076,2242.931476,4.44,21.481,39.729,47.0,71.13,74.24,35.634,87.6179,96.3066,3,2018,1565269,0,0,0,1,0,1,0,1,0,0,300
3/15/2018,9527.29,21000,5000,0.5627,10019.58205,174.58,148.232,526.918,451.0,1247.25,1122.19,117.193,116.5047,111.0451,3,2018,1680416,0,0,1,0,0,0,0,1,0,0,300
3/15/2018,9527.29,21000,5000,1.5265,8566.447872,9.23,3.743,10.92,6.0,17.32,12.66,162.753,133.6422,120.6067,3,2018,1625131,0,0,0,0,0,1,0,1,0,0,300
3/15/2018,9527.29,21000,5000,1.5653,1768.368499,29.59,29.752,76.606,72.0,115.25,107.06,99.523,106.055,106.9897,3,2018,1043490,0,1,0,0,0,1,0,1,0,0,300
3/15/2018,10000.0,600000,10000,0.9314,20231.87462,175.75,104.86,400.298,315.0,717.83,636.0,164.532,126.1431,112.667,3,2018,1043490,0,1,0,0,1,0,1,1,0,0,300
3/15/2018,10000.0,600000,10000,2.0389,8396.026111,3.68,3.731,10.668,16.0,382.01,325.54,99.446,79.3618,116.8292,3,2018,1786879,1,0,0,0,1,1,0,1,0,0,300
3/15/2018,10000.0,600000,10000,0.5576,19709.33484,139.1,134.247,450.915,392.0,1053.28,983.52,103.482,114.6367,107.0213,3,2018,1565269,0,0,0,1,1,0,0,1,0,0,300
3/15/2018,10000.0,600000,10000,0.8279,19481.84885,144.24,134.278,430.37,465.0,1370.54,1303.56,107.153,92.6169,105.0987,3,2018,1680416,0,0,1,0,1,0,1,1,0,0,300
3/15/2018,10000.0,600000,10000,0.925,11725.67004,143.54,150.287,692.363,621.0,1968.23,1656.61,95.657,111.3375,118.6976,3,2018,1786879,1,0,0,0,1,0,1,1,0,0,300
3/15/2018,10000.0,600000,10000,0.5304,18059.55484,0.6,0.794,1.92,2.0,47.75,33.5,96.674,96.2684,132.7527,3,2018,1625131,0,0,0,0,1,0,0,1,0,0,300
3/15/2018,10000.0,600000,10000,0.5563,10447.41949,21.04,21.98,46.221,37.0,72.96,74.36,96.528,118.4526,98.3371,3,2018,1043490,0,1,0,0,1,0,0,1,0,0,300
3/15/2018,10000.0,600000,10000,0.586,18399.90709,338.98,222.364,663.305,616.0,1518.85,1289.51,151.289,107.6283,117.6477,3,2018,1786879,1,0,0,0,1,0,0,1,0,0,300
3/15/2018,10000.0,600000,15000,1.1772,14793.94066,14.59,6.464,28.064,14.0,33.04,19.95,170.894,156.8725,143.7317,3,2018,1625131,0,0,0,0,1,0,1,1,0,0,300
4/15/2018,10000.0,600000,15000,0.5772,801.08414,37.35,35.491,81.158,82.0,123.21,118.35,104.602,99.1804,103.7853,4,2018,1565269,0,0,0,1,1,1,0,2,0,0,300
4/15/2018,10000.0,600000,15000,0.542,12987.97139,0.53,0.737,2.108,2.0,69.5,69.61,96.388,97.5642,99.8637,4,2018,1043490,0,1,0,0,1,1,0,2,0,0,300
4/15/2018,10000.0,600000,15000,0.564,19881.91549,68.96,56.329,240.984,279.0,1015.8,1034.32,120.596,86.8998,98.2273,4,2018,1625131,0,0,0,0,1,1,0,2,0,0,300
4/15/2018,10000.0,500000,8000,0.4186,7852.28409,6.76,12.862,101.496,110.0,705.34,739.95,65.814,92.6607,95.3851,4,2018,1625131,0,0,0,0,0,0,1,2,0,0,300
4/15/2018,6000.0,600000,9000,0.1983,20440.22052,53.52,38.976,167.356,234.0,1126.41,1100.79,133.063,72.8222,102.3072,4,2018,1786879,1,0,0,0,1,0,0,2,0,0,209
4/15/2018,6000.0,600000,9000,0.3336,11442.68452,128.78,99.216,299.037,273.0,457.95,421.52,128.365,109.381,108.4408,4,2018,1786879,1,0,0,0,1,0,1,2,0,0,209
4/15/2018,6000.0,600000,9000,0.3239,15585.07375,0.94,0.919,2.088,3.0,10.56,14.56,100.375,96.6579,83.7204,4,2018,1043490,0,1,0,0,1,0,1,2,0,0,209
4/15/2018,10000.0,600000,10000,0.3437,1156.30392,2.5,4.026,9.921,12.0,224.07,194.86,83.052,92.0614,114.2596,4,2018,1565269,0,0,0,1,1,0,1,2,0,0,209
4/15/2018,10000.0,600000,10000,0.1917,2831.007332,0.78,0.847,2.637,3.0,210.37,212.24,98.927,93.6569,99.159,4,2018,1043490,0,1,0,0,1,0,0,2,0,0,209
4/15/2018,10000.0,600000,10000,0.1939,8531.364896,100.25,66.257,203.794,149.0,278.58,206.91,147.713,134.3849,133.0434,4,2018,1680416,0,0,1,0,1,0,0,2,0,0,209
4/15/2018,10000.0,600000,10000,0.6213,18644.88408,130.3,116.671,357.608,336.0,607.89,532.82,111.205,106.1238,113.8302,4,2018,1680416,0,0,1,0,1,1,0,2,0,0,209
4/15/2018,10000.0,600000,10000,0.7909,20047.93098,39.52,48.574,124.995,112.0,173.47,157.91,83.102,110.5084,109.2701,4,2018,1786879,1,0,0,0,1,1,0,2,0,0,209
4/15/2018,10000.0,600000,10000,0.2084,19532.43106,16.65,7.79,32.134,25.0,71.43,65.87,169.239,121.0597,107.3341,4,2018,1565269,0,0,0,1,1,0,0,2,0,0,209
4/15/2018,10000.0,600000,15000,0.3503,19265.63052,175.1,142.578,499.363,455.0,2063.11,1768.09,122.036,109.6353,116.592,4,2018,1680416,0,0,1,0,1,0,1,2,0,0,209
4/15/2018,10000.0,600000,15000,0.5304,17351.08973,0.6,0.794,1.92,2.0,47.75,33.5,96.674,96.2684,132.7527,4,2018,1625131,0,0,0,0,1,0,0,2,0,0,209
5/15/2018,10000.0,600000,10000,0.8738,20223.45216,19.18,10.813,41.525,25.0,48.61,33.51,152.913,146.0672,134.6829,5,2018,1680416,0,0,1,0,1,0,1,2,0,0,24
5/15/2018,10000.0,600000,10000,0.8791,10675.75527,1.23,1.46,5.459,7.0,347.46,358.36,96.43,93.3355,97.0409,5,2018,1043490,0,1,0,0,1,0,1,2,0,0,24
5/15/2018,10000.0,600000,10000,2.4822,13490.26884,1.86,3.041,6.195,10.0,192.01,195.23,85.29,80.7745,98.429,5,2018,1786879,1,0,0,0,1,1,0,2,0,0,24
5/15/2018,10000.0,600000,15000,0.5304,9186.567625,0.6,0.794,1.92,2.0,47.75,33.5,96.674,96.2684,132.7527,5,2018,1625131,0,0,0,0,1,0,0,2,0,0,24
5/15/2018,10000.0,600000,15000,0.5794,1878.761437,0.87,1.51,2.516,4.0,56.96,49.31,90.146,90.8046,112.9048,5,2018,1680416,0,0,1,0,1,0,0,2,0,0,24
5/15/2018,10000.0,600000,15000,0.4186,14919.80978,6.76,12.862,101.496,110.0,705.34,739.95,65.814,92.6607,95.3851,5,2018,1625131,0,0,0,0,1,0,1,2,0,0,24
5/15/2018,10000.0,600000,15000,0.9179,8336.609913,22.15,38.483,147.221,201.0,1004.26,1099.11,62.433,74.6746,91.4483,5,2018,1565269,0,0,0,1,1,0,1,2,0,0,24
5/15/2018,9527.29,21000,5000,0.9179,12813.68474,8.65,6.553,15.628,16.0,104.24,100.64,118.192,100.2261,103.2491,5,2018,1786879,1,0,0,0,0,0,1,2,0,0,24
5/15/2018,9869.0,500000,7000,1.7453,10446.61295,141.67,148.97,527.938,481.0,2227.23,1935.12,95.261,109.6596,115.0178,5,2018,1043490,0,1,0,0,0,1,0,2,0,0,24
5/15/2018,9856.0,500000,7000,1.8746,16977.11915,16.65,7.337,19.885,11.0,27.96,20.68,175.474,143.6187,123.7287,5,2018,1680416,0,0,1,0,0,1,0,2,0,0,300
5/15/2018,15000.0,500000,6000,0.5663,8180.969045,199.56,160.321,807.805,623.0,2343.12,1946.23,123.734,129.1979,120.2886,5,2018,1043490,0,1,0,0,0,0,0,2,0,0,209
5/15/2018,9766.5,500000,6000,0.564,8784.623196,68.96,56.329,240.984,279.0,1015.8,1034.32,120.596,86.8998,98.2273,5,2018,1625131,0,0,0,0,0,1,0,2,0,0,24
5/15/2018,9750.0,500000,7500,1.81,16458.09257,75.6,113.33,349.754,362.0,1437.71,1439.35,68.114,96.7412,99.8868,5,2018,1565269,0,0,0,1,0,1,0,2,0,0,24
5/15/2018,7000.0,21000,4000,0.1983,16226.70851,53.52,38.976,167.356,234.0,1126.41,1100.79,133.063,72.8222,102.3072,5,2018,1786879,1,0,0,0,0,0,0,2,0,0,209
5/15/2018,7000.0,21000,4000,0.6206,12132.99445,1.35,3.025,37.18,41.0,534.16,603.36,79.16,92.6017,88.7166,5,2018,1565269,0,0,0,1,0,0,0,2,0,0,209
6/15/2018,7000.0,21000,4000,2.082,12446.62666,141.558,99.1206,356.9061,298.0414,642.1215,617.5895,140.7579,119.1093,103.9089,6,2018,1043490,0,1,0,0,0,1,0,2,0,1,209
6/15/2018,7000.0,21000,4000,2.082,10780.53621,98.1461,111.5037,288.4384,277.8416,588.5708,590.1659,88.5347,103.6815,99.7342,6,2018,1565269,0,0,0,1,0,1,0,2,0,1,209
6/15/2018,7000.0,21000,4000,0.5304,8198.93437,0.6011,0.7938,1.9202,2.3823,47.75,33.502,96.6735,96.2684,132.7527,6,2018,1625131,0,0,0,0,0,0,0,2,0,1,209
6/15/2018,7000.0,21000,4000,0.5874,18141.11917,86.6027,91.4447,208.5616,209.8205,344.274,358.7117,94.9795,99.4273,96.0843,6,2018,1565269,0,0,0,1,0,0,0,2,0,1,209
6/15/2018,7000.0,21000,4000,1.0726,14540.24966,7.6667,40.3,20.6667,72.8667,38.3333,96.9556,27.9617,37.0072,45.1901,6,2018,1625131,0,0,0,0,0,0,1,2,0,1,209
6/15/2018,7000.0,21000,4000,0.564,20795.35126,68.9606,56.3291,240.9843,278.8202,1015.8031,1034.3152,120.5962,86.8998,98.2273,6,2018,1625131,0,0,0,0,0,1,0,2,0,1,209
6/15/2018,7000.0,21000,4000,0.5779,17904.47896,9.4612,10.1085,27.9041,26.3014,44.1553,45.76,95.7154,104.4151,97.1221,6,2018,1680416,0,0,1,0,0,0,0,2,0,1,209
6/15/2018,7000.0,21000,4000,0.858,9079.313012,71.5028,55.1122,231.1271,284.8193,1076.9779,1110.577,127.2667,81.7881,97.0016,6,2018,1680416,0,0,1,0,0,0,1,2,0,1,209
6/15/2018,7000.0,21000,4000,2.776,19691.52127,124.221,99.3652,432.7459,391.8155,1384.0,1411.191,123.8162,110.1864,98.0867,6,2018,1786879,1,0,0,0,0,1,0,2,0,1,209
6/15/2018,15000.0,500000,6000,1.9558,13359.14949,6.3288,21.3872,44.1416,46.3874,75.2329,77.8501,42.9328,96.0172,97.0208,6,2018,1680416,0,0,1,0,0,1,0,2,0,1,209
6/15/2018,9716.0,500000,7000,0.8833,4730.628213,132.4475,115.8598,341.3425,329.4309,838.3425,817.093,113.7247,103.5093,102.5692,6,2018,1565269,0,0,0,1,0,0,1,2,0,1,24
6/15/2018,9527.29,21000,5000,0.8833,10405.96192,129.779,128.1862,436.5801,445.6488,1120.2652,1157.416,101.1959,98.0097,96.8177,6,2018,1043490,0,1,0,0,0,0,1,2,0,1,300
6/15/2018,4000.0,600000,9000,0.8833,14148.96041,72.9503,58.0547,256.547,272.9519,1209.4475,1191.537,123.6233,94.2022,101.4906,6,2018,1786879,1,0,0,0,0,0,1,2,0,1,300
6/15/2018,7500.0,600000,10000,0.5663,10511.90529,199.5575,160.3206,807.8053,622.9867,2343.1239,1946.2313,123.7338,129.1979,120.2886,6,2018,1043490,0,1,0,0,0,0,0,2,0,1,300
6/15/2018,4000.0,600000,9000,0.1983,15232.83591,53.516,38.9762,167.3564,233.5472,1126.4149,1100.7872,133.0627,72.8222,102.3072,6,2018,1786879,1,0,0,0,0,0,0,2,0,1,300
7/15/2018,4000.0,600000,9000,0.401,5718.185343,2.6214,5.041,20.2214,20.9869,351.5714,326.7531,75.9034,97.5297,107.3699,7,2018,1625131,0,0,0,0,0,0,1,3,0,1,300
7/15/2018,4000.0,600000,9000,0.3195,11523.62182,233.7059,286.5627,683.4706,830.1098,1055.8235,1344.9882,81.8712,82.5452,78.6592,7,2018,1680416,0,0,1,0,0,0,1,3,0,1,300
7/15/2018,4000.0,600000,9000,0.3217,8772.531741,98.6667,310.8778,542.0,896.1778,1111.3333,1621.1889,32.8186,60.9152,68.7433,7,2018,1786879,1,0,0,0,0,0,1,3,0,1,300
7/15/2018,4000.0,600000,9000,1.0795,16139.99832,231.3333,281.9667,444.3333,515.9889,590.0,797.8778,82.3557,86.377,74.2687,7,2018,1786879,1,0,0,0,0,1,0,3,0,1,24
7/15/2018,2500.0,21000,5000,0.3349,2618.03193,1.6934,3.777,5.2972,8.7553,58.6887,69.1783,76.2603,81.5617,86.7519,7,2018,1565269,0,0,0,1,0,0,1,3,0,1,209
7/15/2018,9615.38,500000,6000,0.3349,14900.07405,16.3529,50.5529,36.4706,120.4863,66.4706,166.0,38.4371,35.6134,43.4492,7,2018,1043490,0,1,0,0,0,0,1,3,0,1,24
7/15/2018,9615.38,500000,6000,0.564,1373.820316,68.9606,56.3291,240.9843,278.8202,1015.8031,1034.3152,120.5962,86.8998,98.2273,7,2018,1625131,0,0,0,0,0,1,0,3,0,1,24
7/15/2018,16600.0,500000,7000,0.7579,1890.323213,2.1745,3.3838,4.8868,6.3379,89.9245,110.8318,85.576,91.1182,82.6972,7,2018,1565269,0,0,0,1,0,1,0,3,0,1,24
7/15/2018,2500.0,21000,5000,0.2181,7621.393737,1.6471,2.2275,5.1176,5.6922,80.1765,109.2196,91.9696,96.3389,75.639,7,2018,1043490,0,1,0,0,0,0,0,3,0,1,417
7/15/2018,15000.0,500000,6000,0.824,8425.992252,93.8824,131.002,321.8824,344.2941,393.1176,566.6353,72.7066,93.6742,69.9086,7,2018,1680416,0,0,1,0,0,1,0,3,0,1,417
7/15/2018,10516.0,500000,5500,0.6874,6303.50639,1.9412,1.9686,5.3529,6.7137,23.0588,36.8098,99.6061,91.8583,70.6237,7,2018,1043490,0,1,0,0,0,1,0,3,0,1,300
7/15/2018,9508.0,500000,6000,0.2062,8127.460283,124.4706,105.9392,251.0,287.8667,307.0588,442.8196,116.7041,87.6231,70.0188,7,2018,1680416,0,0,1,0,0,0,0,3,0,1,300
7/15/2018,9500.0,500000,8000,0.2049,5450.395358,2.9151,9.0407,133.4717,92.2341,920.6226,809.9079,56.3724,140.3364,113.5033,7,2018,1625131,0,0,0,0,0,0,0,3,0,1,417
7/15/2018,9500.0,500000,8000,0.2238,16272.45182,117.3333,99.3222,232.0,265.9556,271.6667,395.3333,117.2649,87.6953,69.4901,7,2018,1786879,1,0,0,0,0,0,0,3,0,1,417
7/15/2018,9500.0,500000,8000,0.2093,20115.18095,2.2217,2.2616,8.3632,12.2597,338.0047,395.9742,99.45,82.4951,85.7209,7,2018,1565269,0,0,0,1,0,0,0,3,0,1,417
8/15/2018,9500.0,500000,8000,0.9419,14115.27537,14.6234,32.8255,217.2662,130.1407,956.7597,902.4502,51.8786,162.1701,105.9521,8,2018,1565269,0,0,0,1,0,0,1,3,0,1,417
8/15/2018,9500.0,500000,8000,0.5892,13649.45538,4.7078,5.2615,15.0325,12.3558,25.1169,24.2197,94.6043,111.9728,102.6218,8,2018,1680416,0,0,1,0,0,0,0,3,0,1,417
8/15/2018,9500.0,500000,8000,1.8023,20735.44566,83.0762,97.6522,401.1973,400.4305,1574.1435,1636.8555,85.8007,100.1868,96.192,8,2018,1625131,0,0,0,0,0,1,0,3,0,1,417
8/15/2018,9500.0,500000,8000,2.0058,14083.93381,1.417,1.6212,4.8475,5.4481,139.3991,165.4827,96.9162,96.1122,85.1361,8,2018,1565269,0,0,0,1,0,1,0,3,0,1,300
8/15/2018,9500.0,500000,8000,0.401,19551.52547,2.6214,5.041,20.2214,20.9869,351.5714,326.7531,75.9034,97.5297,107.3699,8,2018,1625131,0,0,0,0,0,0,1,3,0,1,300
8/15/2018,9500.0,500000,8000,0.5942,18345.71448,2.1234,3.6106,9.1948,16.2216,527.3247,461.5528,82.7279,73.2021,113.9479,8,2018,1565269,0,0,0,1,0,0,0,3,0,1,300
8/15/2018,9500.0,500000,8000,0.907,10577.02946,85.6786,59.1593,255.4643,229.4371,1181.7214,1174.4207,141.3335,110.8701,100.6164,8,2018,1043490,0,1,0,0,0,0,1,3,0,1,300
8/15/2018,9500.0,500000,8000,2.593,10434.45354,121.9805,105.5621,264.8831,286.4788,323.5,439.7297,114.8499,92.7159,74.1557,8,2018,1680416,0,0,1,0,0,1,0,3,0,1,300
8/15/2018,9500.0,500000,8000,0.8721,15346.11684,36.6429,35.9943,84.0643,88.5793,127.6571,147.4376,101.5821,95.4199,87.436,8,2018,1786879,1,0,0,0,0,0,1,3,0,1,300
8/15/2018,9500.0,500000,8000,0.5523,7890.021301,243.5286,195.0574,582.4786,642.0819,1273.8857,1345.9879,124.2286,90.8595,94.6827,8,2018,1786879,1,0,0,0,0,0,0,3,0,1,300
8/15/2018,9500.0,500000,8000,0.5581,20443.03185,6.3643,10.3138,20.2857,33.3536,505.0857,519.1205,74.2094,69.8575,97.3475,8,2018,1043490,0,1,0,0,0,0,0,3,0,1,300
8/15/2018,9500.0,500000,8000,2.2674,4802.969813,135.6,154.4524,253.9929,326.2095,416.6857,537.6967,88.1768,78.5203,77.9055,8,2018,1786879,1,0,0,0,0,1,0,3,0,1,209
8/15/2018,9500.0,500000,8000,0.8721,20785.43725,160.9675,186.6645,415.7013,499.8621,717.6558,902.7258,86.5927,83.4934,79.7234,8,2018,1680416,0,0,1,0,0,0,1,3,0,1,209
8/15/2018,9500.0,500000,8000,0.5581,20528.58792,140.9641,150.2874,628.5561,620.8414,1579.0,1656.6121,93.9961,101.2229,95.3431,8,2018,1625131,0,0,0,0,0,0,0,3,0,1,209
8/15/2018,9500.0,500000,8000,2.0349,15492.88449,103.6,110.4643,278.3571,313.5048,1350.6214,1424.7555,94.0551,89.1354,94.833,8,2018,1043490,0,1,0,0,0,1,0,3,0,1,209
9/15/2018,9500.0,500000,8000,0.727,16428.7287,122.2234,108.2167,168.6011,221.8913,207.3351,326.3651,112.3716,77.0193,64.6129,9,2018,1625131,0,0,0,0,0,1,0,3,0,1,209
9/15/2018,9500.0,500000,7500,0.2137,8564.040762,10.8989,4.4867,17.2021,13.1378,32.5851,31.0707,167.5918,117.5659,103.6872,9,2018,1680416,0,0,1,0,0,0,0,3,0,1,24
9/15/2018,9500.0,500000,7500,0.2115,5587.441866,150.2933,141.5817,420.7885,404.6003,1302.7404,1340.2856,105.9431,103.9045,97.2195,9,2018,1043490,0,1,0,0,0,0,0,3,0,1,24
9/15/2018,9500.0,500000,8000,0.2159,7756.620706,1.6755,2.4085,6.6862,12.7537,448.8351,411.6326,90.1063,73.3338,108.8234,9,2018,1565269,0,0,0,1,0,0,0,3,0,1,24
9/15/2018,9500.0,500000,8000,0.2115,6135.698953,26.5529,57.8295,80.6154,144.5551,195.7308,268.4947,50.2199,58.6298,73.8724,9,2018,1786879,1,0,0,0,0,0,0,3,0,1,24
9/15/2018,9500.0,500000,8000,0.3613,14822.33359,1.7128,1.848,5.0532,5.1793,113.1543,116.6085,98.0245,99.1695,97.2717,9,2018,1680416,0,0,1,0,0,0,1,3,0,1,24
9/15/2018,9500.0,500000,8000,0.8702,20757.72988,17.726,19.9288,69.4183,49.0035,93.7308,85.3824,91.1633,134.5992,108.7526,9,2018,1786879,1,0,0,0,0,1,0,3,0,1,24
9/15/2018,9500.0,500000,8000,0.401,410.1451058,2.6214,5.041,20.2214,20.9869,351.5714,326.7531,75.9034,97.5297,107.3699,9,2018,1625131,0,0,0,0,0,0,1,3,0,1,24
9/15/2018,9500.0,500000,8000,0.3635,15100.65693,115.5957,123.5037,467.2713,436.1197,1004.7181,1115.6145,93.8461,106.9828,90.1479,9,2018,1565269,0,0,0,1,0,0,1,3,0,1,24
9/15/2018,9500.0,500000,8000,0.9826,19933.29951,13.5053,10.564,54.234,26.0771,67.7128,42.316,118.8982,178.0464,148.5451,9,2018,1680416,0,0,1,0,0,1,0,3,0,1,24
9/15/2018,9500.0,500000,8000,0.2115,20129.24525,27.484,65.1004,50.7074,150.595,92.4947,221.891,46.3393,37.8016,44.1995,9,2018,1625131,0,0,0,0,0,0,0,3,0,1,24
9/15/2018,9500.0,500000,8000,0.7711,6183.079956,80.7885,100.2897,321.8269,338.1402,1272.9279,1254.4705,81.4785,95.3142,101.4597,9,2018,1043490,0,1,0,0,0,1,0,3,0,1,24
9/15/2018,9377.0,500000,7500,0.7601,20188.82119,143.7128,109.3837,308.7606,300.2034,1173.6649,1143.8881,130.0122,102.7586,102.5806,9,2018,1565269,0,0,0,1,0,1,0,3,0,1,24
9/15/2018,15000.0,500000,6000,0.3525,6261.046064,2.7356,3.9804,8.7067,11.9518,219.0288,211.8574,86.138,85.2174,103.2325,9,2018,1786879,1,0,0,0,0,0,1,3,0,1,209
9/15/2018,9326.0,500000,7000,0.3415,12160.23594,92.8269,63.2385,282.4952,281.192,1207.5625,1132.7498,143.3604,100.4475,106.5467,9,2018,1043490,0,1,0,0,0,0,1,3,0,1,300
10/15/2018,9326.0,500000,7000,2.8655,19486.63438,116.6968,130.3466,477.1277,496.7307,1109.2819,1356.8163,89.9149,96.1315,81.8897,10,2018,1786879,1,0,0,0,0,1,0,4,0,1,300
10/15/2018,9320.0,500000,6000,2.1637,6300.734926,54.0945,24.289,72.5512,40.8283,95.5748,77.2955,201.7636,162.4117,120.9395,10,2018,1680416,0,0,1,0,0,1,0,4,0,1,24
10/15/2018,9282.0,500000,7000,2.1637,14657.82613,54.315,72.6659,145.0945,198.9953,362.7402,420.2215,76.372,74.2096,86.6391,10,2018,1565269,0,0,0,1,0,1,0,4,0,1,300
10/15/2018,2500.0,21000,5000,0.9649,9864.716375,106.6614,110.0832,221.4094,247.3824,415.3071,506.0157,97.0267,89.9088,82.4213,10,2018,1565269,0,0,0,1,0,0,1,4,0,1,24
10/15/2018,2000.0,21000,4000,0.9591,8805.042598,107.2059,99.7497,295.1765,316.9124,1316.3824,1467.0507,107.1181,93.3511,89.7994,10,2018,1680416,0,0,1,0,0,0,1,4,0,1,300
10/15/2018,2000.0,21000,4000,0.4912,11809.14202,7.0796,10.0543,21.531,25.5965,44.646,57.9493,80.2406,88.579,80.4218,10,2018,1625131,0,0,0,0,0,0,0,4,0,1,300
10/15/2018,2000.0,21000,4000,0.5029,19500.31235,10.9314,23.5441,24.6078,47.3327,39.0588,60.3209,55.8132,60.3632,69.7642,10,2018,1043490,0,1,0,0,0,0,0,4,0,1,300
10/15/2018,2000.0,21000,4000,0.4971,1351.884236,104.6569,104.9337,416.598,415.781,1461.4608,1675.1428,99.7482,100.1919,87.3196,10,2018,1680416,0,0,1,0,0,0,0,4,0,1,300
10/15/2018,2000.0,21000,4000,0.9064,7800.83728,246.5294,267.6902,573.2941,695.5408,1366.8627,1649.8859,92.24,82.6733,82.9492,10,2018,1043490,0,1,0,0,0,0,1,4,0,1,300
10/15/2018,2000.0,21000,4000,1.9298,12019.15332,9.0,20.6673,25.3186,45.5693,49.2124,79.4705,54.5442,63.5577,66.1809,10,2018,1625131,0,0,0,0,0,1,0,4,0,1,300
10/15/2018,2000.0,21000,4000,0.5029,11556.30498,30.3465,61.6961,110.6378,160.1034,266.4488,299.4617,52.9963,70.9203,89.3322,10,2018,1565269,0,0,0,1,0,0,0,4,0,1,300
