date,price_sll,sl_minimum_wages,fuel_price_liter,usd_price,exchange_rate,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,rqm,month,year,pop_region,region_eastern,region_north western,region_northern,region_southern,commodity_rice (imported),commodity_fish (bonga),commodity_oil (palm),period_quarterly,pandemics,season_encoded,km_from_city
12/15/2013,40000.0,600000,10000,3.0102,4323.4038,1.2,1.503,4.548,6.0,186.77,200.36,95.359,92.7124,93.5396,12,2013,1548233,1,0,0,0,0,1,0,4,0,0,209
12/15/2013,40000.0,600000,10000,0.6928,4323.4038,3.4,5.246,114.354,22.0,299.78,494.19,81.961,66.163,61.4417,12,2013,1548233,1,0,0,0,0,0,0,4,0,0,209
12/15/2013,40000.0,600000,10000,0.7847,4323.4038,43.29,78.885,174.834,204.0,260.0,344.52,57.564,86.3494,76.1583,12,2013,1369682,0,0,0,1,0,1,0,4,0,0,209
12/15/2013,33000.0,500000,7500,0.3881,4323.4038,169.12,107.353,376.294,232.0,438.82,341.38,154.974,159.3094,127.7329,12,2013,1372462,0,0,0,0,0,0,1,4,0,0,300
12/15/2013,33000.0,500000,7500,0.1247,4323.4038,481.67,310.878,977.667,896.0,1721.33,1621.19,154.068,108.9926,106.1394,12,2013,912646,0,1,0,0,0,0,0,4,0,0,300
12/15/2013,33000.0,500000,7500,0.8461,4323.4038,5.33,3.367,8.667,8.0,18.33,21.74,123.506,103.1941,89.2545,12,2013,1369682,0,0,0,1,0,0,0,4,0,0,300
12/15/2013,33000.0,500000,7500,1.5668,4323.4038,62.67,42.389,94.333,103.0,122.0,137.47,142.79,92.6492,89.5118,12,2013,1372462,0,0,0,0,0,1,0,4,0,0,209
12/15/2013,33000.0,500000,7500,3.0892,4323.4038,159.74,158.223,416.708,474.0,1503.52,1608.18,100.93,88.2417,93.5322,12,2013,1372462,0,0,0,0,0,0,1,4,0,0,24
12/15/2013,30000.0,600000,9000,0.141,4323.4038,3.76,24.477,20.177,52.0,40.24,74.74,29.735,48.8633,59.285,12,2013,1372462,0,0,0,0,0,0,0,4,0,0,24
12/15/2013,30000.0,600000,9000,0.2843,4323.4038,6.94,4.496,11.235,11.0,24.65,28.38,125.749,100.8944,90.2682,12,2013,1369682,0,0,0,1,0,0,1,4,0,0,24
12/15/2013,17000.0,800000,19500,0.141,4323.4038,21.67,37.3,188.333,162.0,1530.0,1309.1,63.042,115.1539,116.7463,12,2013,1434752,0,0,1,0,0,0,0,4,0,0,300
12/15/2013,17000.0,800000,19500,1.5051,4323.4038,118.82,102.123,260.0,298.0,557.05,667.12,115.585,87.5238,83.745,12,2013,1434752,0,0,1,0,0,1,0,4,0,0,300
12/15/2013,17000.0,800000,21000,2.3305,4323.4038,3.31,5.941,9.502,14.0,64.03,51.92,75.919,82.0557,119.5599,12,2013,1548233,1,0,0,0,0,0,1,4,0,0,417
12/15/2013,17000.0,800000,21000,0.296,4323.4038,205.0,182.222,654.667,607.0,2520.67,2389.1,112.166,107.6751,105.484,12,2013,912646,0,1,0,0,0,0,1,4,0,0,300
12/15/2013,17000.0,800000,19500,1.1555,4323.4038,1.33,1.644,3.333,4.0,138.67,93.62,95.318,93.9702,143.4699,12,2013,1434752,0,0,1,0,0,0,1,4,0,0,300
1/15/2014,17000.0,800000,19500,0.5176,4339.6858,49.26,59.814,260.743,272.0,1338.71,1286.34,83.713,95.9216,104.0396,1,2014,1434456,0,0,0,0,0,1,0,1,0,0,300
1/15/2014,17000.0,800000,21000,0.4778,4339.6858,16.46,14.635,34.2,37.0,64.29,79.85,109.281,93.6153,82.6819,1,2014,1404988,0,0,0,1,0,1,0,1,0,0,300
1/15/2014,17000.0,800000,21000,0.8386,4339.6858,126.47,3.903,5.816,11.0,38.91,35.32,75.819,75.0868,107.9265,1,2014,936434,0,1,0,0,0,0,0,1,0,0,209
1/15/2014,32000.0,500000,7500,1.7918,4339.6858,24.98,53.289,150.379,172.0,983.31,978.14,51.431,87.9934,100.5239,1,2014,1434456,0,0,0,0,0,0,1,1,0,0,209
1/15/2014,32000.0,500000,7500,0.7725,4339.6858,258.54,195.866,538.179,532.0,1280.03,1168.53,131.201,101.1527,109.4611,1,2014,1489986,0,0,1,0,0,0,0,1,0,0,209
1/15/2014,31000.0,500000,7500,1.5098,4339.6858,300.76,247.714,735.208,630.0,1543.48,1466.85,120.992,116.5275,105.1888,1,2014,1489986,0,0,1,0,0,1,0,1,0,0,24
1/15/2014,31000.0,500000,7500,3.1502,4339.6858,440.43,291.477,961.177,849.0,1770.12,1591.01,150.096,112.9999,111.1873,1,2014,1594547,1,0,0,0,0,1,0,1,0,0,24
1/15/2014,30000.0,500000,7500,1.1647,4339.6858,17.81,30.63,50.021,67.0,85.25,116.48,64.031,77.7281,75.3058,1,2014,1404988,0,0,0,1,0,0,1,1,0,0,300
1/15/2014,30000.0,500000,7500,0.9783,4339.6858,458.41,335.069,1130.235,881.0,2253.18,2055.19,136.27,128.003,109.5867,1,2014,1594547,1,0,0,0,0,0,1,1,0,0,300
1/15/2014,30000.0,500000,7500,1.3006,4339.6858,137.15,155.641,613.821,589.0,1526.49,1506.27,88.49,104.0938,101.3338,1,2014,1489986,0,0,1,0,0,0,1,1,0,0,300
1/15/2014,30000.0,500000,7500,1.1647,4339.6858,5.23,16.377,26.472,38.0,37.24,54.49,47.838,75.6541,73.2549,1,2014,936434,0,1,0,0,0,0,1,1,0,0,300
1/15/2014,40000.0,800000,30000,0.7137,4339.6858,183.18,271.41,513.118,675.0,1026.35,1082.9,68.079,76.4179,94.8258,1,2014,1594547,1,0,0,0,0,0,0,1,0,0,417
1/15/2014,17000.0,800000,19500,2.0058,4339.6858,3.11,11.114,7.066,19.0,24.98,37.39,50.319,59.269,73.8026,1,2014,936434,0,1,0,0,0,1,0,1,0,0,417
1/15/2014,9500.0,600000,18000,0.9939,4339.6858,46.64,66.234,79.621,144.0,153.36,242.79,72.498,58.0949,64.6229,1,2014,1404988,0,0,0,1,0,0,0,1,0,0,300
1/15/2014,17000.0,800000,21000,0.7454,4339.6858,105.2,101.976,389.736,367.0,1521.16,1509.35,103.013,105.8937,100.7772,1,2014,1434456,0,0,0,0,0,0,0,1,0,0,300
2/15/2014,17000.0,800000,19500,0.2295,4339.6858,1.79,1.943,4.617,5.0,81.99,57.3,97.734,97.5613,136.6812,2,2014,1594547,1,0,0,0,0,0,1,1,0,0,300
2/15/2014,17000.0,800000,19500,0.2611,4339.6858,5.04,31.397,28.408,71.0,56.15,110.31,27.574,47.3919,54.9842,2,2014,1404988,0,0,0,1,0,0,1,1,0,0,300
2/15/2014,17000.0,800000,21000,0.2081,4339.6858,4.45,24.476,25.643,54.0,47.16,77.32,32.054,55.892,65.4626,2,2014,1594547,1,0,0,0,0,1,0,1,0,0,209
2/15/2014,17000.0,800000,19500,0.2595,4339.6858,2.69,8.094,7.744,15.0,26.53,36.7,58.734,70.426,78.2327,2,2014,1489986,0,0,1,0,0,0,1,1,0,0,209
2/15/2014,17000.0,800000,19500,0.1616,4339.6858,14.65,6.724,30.386,55.0,582.61,594.89,167.651,61.8822,97.97,2,2014,1434456,0,0,0,0,0,0,0,1,0,0,209
2/15/2014,9500.0,600000,18000,0.1762,4339.6858,2.28,2.411,13.969,15.0,468.24,361.56,98.263,95.5226,128.7114,2,2014,1489986,0,0,1,0,0,1,0,1,0,0,24
2/15/2014,17000.0,800000,21000,0.1263,4339.6858,414.92,286.206,966.727,738.0,1873.11,1678.63,144.201,130.6319,111.5168,2,2014,936434,0,1,0,0,0,0,0,1,0,0,24
2/15/2014,17000.0,800000,21000,0.4196,4339.6858,158.53,165.731,739.104,599.0,1900.64,1774.05,95.78,123.092,107.0956,2,2014,936434,0,1,0,0,0,1,0,1,0,0,24
2/15/2014,17000.0,800000,19500,0.3389,4339.6858,2.86,3.98,9.236,12.0,271.2,211.86,87.476,87.6266,126.749,2,2014,1434456,0,0,0,0,0,0,1,1,0,0,24
2/15/2014,17000.0,800000,19500,0.1435,4339.6858,112.35,102.566,341.221,315.0,1783.4,1510.0,109.097,108.0046,117.9863,2,2014,1489986,0,0,1,0,0,0,0,1,0,0,24
2/15/2014,17000.0,800000,19500,0.1431,4339.6858,12.4,17.348,30.148,38.0,42.71,59.65,77.874,83.5597,75.6787,2,2014,1404988,0,0,0,1,0,0,0,1,0,0,24
2/15/2014,15000.0,800000,30000,0.5176,4339.6858,49.26,59.814,260.743,272.0,1338.71,1286.34,83.713,95.9216,104.0396,2,2014,1434456,0,0,0,0,0,1,0,1,0,0,24
2/15/2014,15000.0,800000,30000,0.1359,4339.6858,1.1,1.288,5.474,7.0,332.78,252.2,96.967,91.6621,130.7325,2,2014,1594547,1,0,0,0,0,0,0,1,0,0,24
2/15/2014,17000.0,800000,19500,0.2282,4339.6858,151.27,144.753,475.448,457.0,1917.24,1804.61,104.35,103.9238,106.2069,2,2014,936434,0,1,0,0,0,0,1,1,0,0,417
2/15/2014,17000.0,800000,19500,0.2937,4339.6858,161.26,112.918,398.072,254.0,483.25,397.63,140.996,154.7237,121.0024,2,2014,1404988,0,0,0,1,0,1,0,1,0,0,417
3/15/2014,17000.0,800000,19500,0.2595,4339.6858,2.69,8.094,7.744,15.0,26.53,36.7,58.734,70.426,78.2327,3,2014,1489986,0,0,1,0,0,0,1,1,0,0,417
3/15/2014,17000.0,800000,21000,0.2075,4339.6858,179.59,178.369,454.665,442.0,1066.35,1093.47,100.666,102.841,97.542,3,2014,1404988,0,0,0,1,0,0,1,1,0,0,300
3/15/2014,17000.0,800000,19500,0.3598,4339.6858,176.47,141.582,419.25,405.0,1278.86,1340.29,123.799,103.5334,95.451,3,2014,936434,0,1,0,0,0,1,0,1,0,0,300
3/15/2014,17000.0,800000,21000,0.2221,4339.6858,24.68,8.911,52.563,71.0,626.25,647.64,213.343,77.0207,96.7485,3,2014,936434,0,1,0,0,0,0,1,1,0,0,300
3/15/2014,17000.0,800000,19500,0.2802,4339.6858,1.94,4.487,7.059,13.0,29.31,31.07,73.171,73.7258,95.7093,3,2014,1489986,0,0,1,0,0,1,0,1,0,0,300
3/15/2014,17000.0,800000,19500,0.2203,4339.6858,8.96,46.127,61.591,124.0,135.5,218.63,27.308,53.618,63.6414,3,2014,1594547,1,0,0,0,0,0,1,1,0,0,300
3/15/2014,17000.0,800000,21000,0.5691,4339.6858,23.73,40.599,73.62,107.0,129.4,176.49,63.008,71.3809,74.7505,3,2014,1594547,1,0,0,0,0,1,0,1,0,0,209
3/15/2014,17000.0,800000,21000,0.141,4339.6858,111.05,111.067,287.463,330.0,693.15,728.62,99.983,87.5636,95.1971,3,2014,1404988,0,0,0,1,0,0,0,1,0,0,209
3/15/2014,17000.0,800000,21000,0.131,4339.6858,27.29,19.929,44.702,49.0,68.75,85.38,129.523,92.7096,82.5624,3,2014,1594547,1,0,0,0,0,0,0,1,0,0,209
3/15/2014,17000.0,800000,19500,0.1405,4339.6858,2.86,4.55,6.83,10.0,91.49,52.92,82.326,82.1001,161.3117,3,2014,1489986,0,0,1,0,0,0,0,1,0,0,209
3/15/2014,17000.0,800000,19500,0.118,4339.6858,131.23,129.213,359.899,369.0,909.05,907.56,101.506,97.6281,100.1625,3,2014,1404988,0,0,0,1,0,1,0,1,0,0,209
3/15/2014,9500.0,600000,18000,0.5176,4339.6858,49.26,59.814,260.743,272.0,1338.71,1286.34,83.713,95.9216,104.0396,3,2014,1434456,0,0,0,0,0,1,0,1,0,0,24
3/15/2014,17000.0,800000,21000,0.1586,4339.6858,126.47,134.278,475.986,465.0,1232.14,1303.56,94.395,102.2105,94.5625,3,2014,936434,0,1,0,0,0,0,0,1,0,0,24
3/15/2014,17000.0,800000,19500,0.3457,4339.6858,0.69,0.794,2.154,2.0,51.87,33.5,98.234,98.1585,142.2167,3,2014,1434456,0,0,0,0,0,0,1,1,0,0,24
3/15/2014,17000.0,800000,19500,0.1586,4339.6858,0.91,0.92,3.122,3.0,160.44,98.62,99.922,100.1556,156.9122,3,2014,1434456,0,0,0,0,0,0,0,1,0,0,24
4/15/2014,29000.0,500000,7500,0.7168,4339.6858,125.58,112.229,336.422,360.0,1843.74,1596.22,111.387,93.693,115.4096,4,2014,1404988,0,0,0,1,0,0,0,2,0,0,417
4/15/2014,12000.0,800000,30000,0.8392,4339.6858,100.47,101.171,297.41,324.0,1449.41,1311.52,99.338,92.0263,110.4343,4,2014,936434,0,1,0,0,1,0,0,2,0,0,300
4/15/2014,28000.0,500000,7500,0.7226,4339.6858,83.95,48.574,103.229,112.0,137.37,157.91,166.025,92.6905,87.7664,4,2014,1594547,1,0,0,0,0,0,0,2,0,0,300
4/15/2014,28000.0,500000,7500,1.1472,4339.6858,0.68,0.851,2.167,2.0,54.45,37.96,97.023,98.0098,134.3817,4,2014,936434,0,1,0,0,0,0,1,2,0,0,209
4/15/2014,27500.0,500000,7500,1.0295,4339.6858,378.31,267.69,924.206,696.0,1866.11,1649.89,140.568,132.4099,113.0263,4,2014,1489986,0,0,1,0,0,0,1,2,0,0,417
4/15/2014,27500.0,500000,7500,2.7351,4339.6858,1.82,3.743,3.473,6.0,10.11,12.66,78.0,86.0706,88.747,4,2014,1594547,1,0,0,0,0,1,0,2,0,0,417
4/15/2014,15000.0,800000,30000,0.777,4339.6858,88.49,46.397,102.529,106.0,129.7,141.57,181.899,96.6927,92.1673,4,2014,1489986,0,0,1,0,0,0,0,2,0,0,300
4/15/2014,15000.0,800000,30000,1.0101,4339.6858,7.15,4.058,9.936,9.0,15.09,14.75,134.18,105.3806,101.3569,4,2014,1594547,1,0,0,0,0,0,1,2,0,0,300
4/15/2014,17000.0,800000,19500,0.8991,4339.6858,2.05,24.324,73.137,101.0,831.74,872.78,24.039,74.718,95.3508,4,2014,1404988,0,0,0,1,0,0,1,2,0,0,300
4/15/2014,20000.0,500000,7500,1.4731,4339.6858,4.9,13.051,18.824,29.0,29.33,37.6,54.857,73.6584,82.6274,4,2014,1489986,0,0,1,0,0,1,0,2,0,0,417
4/15/2014,27000.0,500000,7500,1.7931,4339.6858,74.64,96.337,235.378,279.0,465.09,580.22,78.587,84.8806,80.4929,4,2014,1434456,0,0,0,0,0,0,1,2,0,0,24
4/15/2014,27000.0,500000,7500,1.0794,4339.6858,39.43,44.446,269.471,256.0,1377.43,1292.48,89.858,104.8965,106.5219,4,2014,1404988,0,0,0,1,0,1,0,2,0,0,24
4/15/2014,26000.0,500000,7500,0.5245,4339.6858,90.96,110.083,223.079,247.0,415.25,506.02,83.384,90.5574,82.4107,4,2014,1434456,0,0,0,0,0,1,0,2,0,0,24
4/15/2014,26000.0,500000,7500,0.8392,4339.6858,62.34,64.633,128.236,178.0,281.54,355.35,96.705,73.6634,79.7972,4,2014,1434456,0,0,0,0,0,0,0,2,0,0,417
4/15/2014,26000.0,500000,7500,1.9033,4339.6858,31.19,38.976,239.851,234.0,1186.38,1100.79,82.298,102.5884,107.7054,4,2014,936434,0,1,0,0,0,1,0,2,0,0,417
5/15/2014,9500.0,600000,18000,1.3986,4339.6858,26.08,9.953,53.301,68.0,609.85,609.49,207.848,80.8532,100.0575,5,2014,1404988,0,0,0,1,0,0,1,2,2,0,417
5/15/2014,15000.0,800000,21000,1.1008,4339.6858,73.65,93.49,271.035,285.0,1471.27,1442.32,79.861,95.2294,101.9927,5,2014,1489986,0,0,1,0,0,0,1,2,2,0,417
5/15/2014,15000.0,800000,19500,0.5725,4339.6858,6.3,10.722,94.912,110.0,753.85,770.8,71.882,87.5371,97.8288,5,2014,1404988,0,0,0,1,0,1,0,2,2,0,417
5/15/2014,15000.0,800000,30000,0.8112,4339.6858,0.78,1.196,2.828,3.0,156.39,86.28,93.27,96.3947,172.8253,5,2014,1404988,0,0,0,1,0,0,0,2,2,0,417
5/15/2014,15000.0,800000,30000,0.8442,4339.6858,140.81,135.403,356.929,364.0,891.86,940.38,103.852,98.1347,94.8941,5,2014,1594547,1,0,0,0,0,0,0,2,2,0,417
5/15/2014,15000.0,800000,30000,0.9013,4339.6858,168.47,180.279,368.082,501.0,1040.62,1016.97,93.625,73.9446,102.3028,5,2014,1434456,0,0,0,0,0,0,0,2,2,0,417
5/15/2014,15000.0,800000,30000,1.1655,4339.6858,104.71,111.34,368.221,405.0,1037.0,1097.7,94.3,91.2047,94.5205,5,2014,1594547,1,0,0,0,0,0,1,2,2,0,417
5/15/2014,15000.0,800000,21000,3.7231,4339.6858,11.08,14.848,26.841,36.0,44.32,63.02,81.015,80.7242,74.3859,5,2014,936434,0,1,0,0,0,1,0,2,2,0,300
5/15/2014,15000.0,800000,30000,0.8392,4339.6858,170.08,171.262,619.354,598.0,1965.17,1953.89,99.329,103.5798,100.5742,5,2014,1489986,0,0,1,0,0,0,0,2,2,0,300
5/15/2014,15000.0,800000,30000,1.554,4339.6858,178.51,148.97,502.584,481.0,1975.95,1935.12,119.188,104.4912,102.0992,5,2014,1489986,0,0,1,0,0,1,0,2,2,0,300
5/15/2014,15000.0,800000,30000,3.1913,4339.6858,190.49,168.433,404.323,429.0,1023.25,1096.44,112.717,94.4311,93.3854,5,2014,1594547,1,0,0,0,0,1,0,2,2,0,300
5/15/2014,15000.0,800000,30000,0.7459,4339.6858,93.19,60.984,136.487,147.0,190.96,233.2,148.815,93.3622,82.6333,5,2014,936434,0,1,0,0,0,0,0,2,2,0,300
5/15/2014,15000.0,800000,30000,1.7931,4339.6858,74.64,96.337,235.378,279.0,465.09,580.22,78.587,84.8806,80.4929,5,2014,1434456,0,0,0,0,0,0,1,2,2,0,300
5/15/2014,15000.0,800000,30000,1.2432,4339.6858,148.5,163.602,476.637,409.0,648.26,616.63,91.04,116.136,105.0475,5,2014,936434,0,1,0,0,0,0,1,2,2,0,300
5/15/2014,15000.0,800000,30000,0.798,4339.6858,170.91,174.502,581.82,541.0,1339.32,1277.24,97.999,107.45,104.8229,5,2014,1434456,0,0,0,0,0,1,0,2,2,0,300
6/15/2014,15000.0,800000,30000,2.1786,4339.6858,9.7293,20.8661,20.1768,38.1711,43.8066,65.388,56.9443,62.645,71.3729,6,2014,1489986,0,0,1,0,0,1,0,2,2,1,300
6/15/2014,15000.0,800000,30000,0.9013,4339.6858,168.4672,180.279,368.082,501.3046,1040.623,1016.974,93.6249,73.9446,102.3028,6,2014,1434456,0,0,0,0,0,0,0,2,2,1,300
6/15/2014,9500.0,600000,18000,0.1419,4339.6858,137.8197,146.9227,426.4016,443.9956,1466.4836,1545.4295,94.0081,96.1246,94.9245,6,2014,1594547,1,0,0,0,0,0,0,2,2,1,209
6/15/2014,15000.0,800000,30000,0.1946,4339.6858,68.0663,65.1044,123.4254,170.2801,247.7569,325.3897,104.225,74.0101,76.853,6,2014,1404988,0,0,0,1,0,0,1,2,2,1,209
6/15/2014,15000.0,800000,30000,0.2523,4339.6858,2.8177,2.8473,15.9779,14.4451,587.2707,400.3893,99.6222,106.2703,145.5376,6,2014,1489986,0,0,1,0,0,0,1,2,2,1,209
6/15/2014,15000.0,800000,30000,0.3457,4339.6858,1.4247,1.5027,4.9406,5.6915,324.1233,200.3571,98.7992,95.215,158.8362,6,2014,1434456,0,0,0,0,0,0,1,2,2,1,209
6/15/2014,15000.0,800000,30000,0.1984,4339.6858,2.221,2.5265,9.232,12.2385,401.674,301.1716,95.9407,86.4809,132.2981,6,2014,1594547,1,0,0,0,0,1,0,2,2,1,209
6/15/2014,15000.0,800000,30000,0.2252,4339.6858,128.0442,143.2545,512.3536,526.7696,1342.7514,1397.672,89.7404,97.3143,96.0985,6,2014,936434,0,1,0,0,0,0,1,2,2,1,209
6/15/2014,15000.0,800000,30000,0.104,4339.6858,2.8619,5.246,26.7072,21.7398,446.4807,494.1928,76.7309,115.6504,90.5369,6,2014,1434456,0,0,0,0,0,1,0,2,2,1,24
6/15/2014,15000.0,800000,30000,0.1744,4339.6858,44.3852,50.9904,280.6803,275.3883,1219.1721,1235.1284,88.203,101.8543,98.7185,6,2014,1594547,1,0,0,0,0,0,1,2,2,1,24
6/15/2014,15000.0,800000,30000,0.1454,4339.6858,23.4144,40.7742,76.4586,105.1626,134.4365,173.8652,62.075,75.0752,78.5556,6,2014,1404988,0,0,0,1,0,0,0,2,2,1,24
6/15/2014,15000.0,800000,30000,0.2346,4339.6858,153.9171,128.432,393.2044,379.095,875.4199,870.9722,119.0997,103.6262,100.5049,6,2014,1404988,0,0,0,1,0,1,0,2,2,1,24
6/15/2014,9500.0,600000,18000,0.141,4339.6858,101.5359,101.6282,351.9392,347.4508,1369.232,1367.1076,99.9135,101.2557,100.1543,6,2014,1489986,0,0,1,0,0,0,0,2,2,1,417
6/15/2014,15000.0,800000,21000,0.3598,4339.6858,108.0552,78.8849,243.221,204.0538,318.4309,344.5247,134.7743,118.2978,92.6398,6,2014,936434,0,1,0,0,0,1,0,2,2,1,417
6/15/2014,15000.0,800000,21000,0.1586,4339.6858,45.6077,57.8285,68.6077,124.4694,128.0221,208.5692,80.549,58.4577,63.148,6,2014,936434,0,1,0,0,0,0,0,2,2,1,417
7/15/2014,15000.0,800000,21000,0.3457,4339.6858,1.4247,1.5027,4.9406,5.6915,324.1233,200.3571,98.7992,95.215,158.8362,7,2014,1434456,0,0,0,0,0,0,1,3,2,1,417
7/15/2014,15000.0,800000,21000,4.0068,4339.6858,17.3836,21.3872,24.2055,46.3874,39.9406,77.8501,84.8273,60.6616,56.8476,7,2014,1404988,0,0,0,1,0,1,0,3,2,1,417
7/15/2014,15000.0,800000,19500,1.8185,4339.6858,119.3151,115.8598,333.0091,329.4309,794.5023,817.093,102.8589,101.0542,97.2687,7,2014,936434,0,1,0,0,0,1,0,3,2,1,417
7/15/2014,15000.0,800000,30000,1.0358,4339.6858,80.032,62.4015,162.6986,162.074,232.1735,277.7412,126.1573,100.363,84.1636,7,2014,1594547,1,0,0,0,0,1,0,3,2,1,417
7/15/2014,9500.0,600000,18000,1.0358,4339.6858,20.1644,10.1085,28.0274,26.3014,41.7397,45.76,166.5575,104.7547,92.7901,7,2014,1594547,1,0,0,0,0,0,1,3,2,1,300
7/15/2014,9500.0,600000,18000,0.7646,4339.6858,3.7215,5.9405,8.7717,13.7671,82.4795,51.9166,79.7173,78.9817,149.3613,7,2014,1594547,1,0,0,0,0,0,0,3,2,1,300
7/15/2014,15000.0,800000,21000,1.8126,4339.6858,90.6906,96.6508,338.1878,380.1088,1262.9558,1216.3948,94.1366,89.254,103.7966,7,2014,1489986,0,0,1,0,0,1,0,3,2,1,300
7/15/2014,15000.0,800000,30000,1.1847,4339.6858,1.653,2.3347,13.6849,12.0854,327.4521,373.039,90.7053,107.2425,88.0986,7,2014,1489986,0,0,1,0,0,0,1,3,2,1,300
7/15/2014,15000.0,800000,30000,0.8856,4339.6858,1.9863,2.1537,5.2329,5.5105,66.5251,99.7419,97.6596,98.2101,69.7319,7,2014,1404988,0,0,0,1,0,0,0,3,2,1,300
7/15/2014,9500.0,600000,18000,1.0293,4339.6858,13.9448,10.142,104.3094,101.1249,683.3315,766.053,125.114,102.8657,89.3407,7,2014,1404988,0,0,0,1,0,0,1,3,2,1,300
7/15/2014,15000.0,800000,21000,1.0875,4339.6858,73.6256,94.9944,257.6667,304.4895,1001.1416,1050.7689,78.63,85.1115,95.3216,7,2014,936434,0,1,0,0,0,0,1,3,2,1,300
7/15/2014,15000.0,800000,19500,0.5179,4339.6858,79.9726,84.861,236.7352,257.7826,510.411,500.0495,94.56,92.1401,102.0315,7,2014,1434456,0,0,0,0,0,1,0,3,2,1,300
7/15/2014,15000.0,800000,19500,0.839,4339.6858,81.4521,62.4015,208.3288,162.074,283.5708,277.7412,128.2642,126.8808,102.026,7,2014,1434456,0,0,0,0,0,0,0,3,2,1,300
7/15/2014,15000.0,800000,30000,0.7457,4339.6858,111.9558,145.2066,331.0718,411.6442,1307.1989,1247.9773,77.8633,80.8909,104.7077,7,2014,1489986,0,0,1,0,0,0,0,3,2,1,300
7/15/2014,15000.0,800000,30000,0.839,4339.6858,98.6575,111.4482,294.653,325.0747,706.9269,744.9314,89.016,90.9209,94.9658,7,2014,936434,0,1,0,0,0,0,0,3,2,1,300
8/15/2014,9500.0,600000,18000,0.7965,4339.6858,177.4706,197.9176,572.3529,702.2412,2257.8824,2209.0725,89.9235,81.7634,102.1996,8,2014,1434456,0,0,0,0,0,0,0,3,2,1,209
8/15/2014,9500.0,600000,18000,0.8301,4339.6858,269.0,299.0222,813.0,867.2667,1311.0,1350.6111,90.125,93.8141,97.0887,8,2014,1489986,0,0,1,0,0,0,0,3,2,1,209
8/15/2014,15000.0,800000,19500,0.3457,4339.6858,1.4247,1.5027,4.9406,5.6915,324.1233,200.3571,98.7992,95.215,158.8362,8,2014,1434456,0,0,0,0,0,0,1,3,2,1,209
8/15/2014,15000.0,800000,19500,4.4341,4339.6858,13.7647,24.4765,26.5294,51.7569,39.4118,74.7353,63.6599,59.1504,58.3131,8,2014,1404988,0,0,0,1,0,1,0,3,2,1,209
8/15/2014,15000.0,800000,30000,1.3411,4339.6858,123.5882,98.4843,482.4706,463.0157,2144.2941,2071.0314,124.2587,104.113,103.5205,8,2014,1434456,0,0,0,0,0,1,0,3,2,1,209
8/15/2014,15000.0,800000,30000,1.1575,4339.6858,3.0,5.6,7.3333,12.2333,14.3333,21.9333,75.4717,77.961,76.2004,8,2014,936434,0,1,0,0,0,0,1,3,2,1,209
8/15/2014,15000.0,800000,21000,2.6736,4339.6858,94.3333,67.6,203.6667,150.2889,236.3333,203.6111,136.8228,133.301,115.3186,8,2014,936434,0,1,0,0,0,1,0,3,2,1,24
8/15/2014,15000.0,800000,21000,3.0331,4339.6858,108.3973,111.8346,380.8676,394.0017,1022.9452,1001.2741,97.058,96.749,102.1429,8,2014,1594547,1,0,0,0,0,1,0,3,2,1,24
8/15/2014,15000.0,800000,19500,0.8999,4339.6858,2.3333,3.2667,4.6667,6.6,25.3333,25.0111,88.7097,88.3534,100.9203,8,2014,936434,0,1,0,0,0,0,0,3,2,1,24
8/15/2014,15000.0,800000,30000,1.2227,4339.6858,3.0588,7.1863,8.7647,16.2647,17.1176,29.0039,66.1303,71.4446,69.5254,8,2014,1404988,0,0,0,1,0,0,1,3,2,1,24
8/15/2014,25000.0,500000,7500,1.1144,4339.6858,134.2968,124.9697,398.7032,395.884,1080.6575,1044.767,107.1764,100.6946,103.4027,8,2014,1594547,1,0,0,0,0,0,1,3,2,1,417
8/15/2014,25000.0,500000,7500,0.8351,4339.6858,116.4612,123.0874,368.3196,350.3954,920.1689,884.2061,94.8268,104.9735,104.0218,8,2014,1594547,1,0,0,0,0,0,0,3,2,1,417
8/15/2014,25000.0,500000,7500,0.8385,4339.6858,1.5882,1.9686,4.1176,6.7137,29.1765,36.8098,94.5414,84.4674,83.6929,8,2014,1404988,0,0,0,1,0,0,0,3,2,1,300
8/15/2014,25000.0,500000,7500,1.4274,4339.6858,217.3333,335.6889,797.3333,914.5444,1904.6667,2114.8667,65.2599,87.3223,90.1076,8,2014,1489986,0,0,1,0,0,0,1,3,2,1,300
8/15/2014,25000.0,500000,7500,1.5097,4339.6858,260.0,310.8778,806.3333,896.1778,1534.0,1621.1889,83.8932,90.0853,94.6549,8,2014,1489986,0,0,1,0,0,1,0,3,2,1,209
9/15/2014,20000.0,500000,7500,0.832,4339.6858,3.5755,11.1143,6.9623,18.7942,28.1934,37.3918,53.2165,58.9087,80.5907,9,2014,1434456,0,0,0,0,0,0,0,3,2,1,417
9/15/2014,20000.0,500000,7500,1.1169,4339.6858,6.1176,7.3373,91.0,51.098,680.4118,592.8529,90.1144,165.3081,114.5241,9,2014,1594547,1,0,0,0,0,0,1,3,2,1,417
