region,commodity,date,lag1,lag3,roll3_mean,price_sll_lead6
Eastern,Fish (bonga),2019-07-01,10.098127885,10.1266711,10.10764229,10.481911963333332
Eastern,Fish (bonga),2019-08-01,10.220984506666666,10.098127885,10.139080092222223,10.481911963333332
Eastern,Fish (bonga),2019-09-01,10.43414521,10.098127885,10.251085867222221,10.574505196666664
Eastern,Fish (bonga),2019-10-01,10.413937616666669,10.220984506666666,10.356355777777777,10.574505196666664
Eastern,Fish (bonga),2019-11-01,10.44863856,10.43414521,10.432240462222223,9.8319241705
Eastern,Fish (bonga),2019-12-01,10.46313191,10.413937616666669,10.441902695555555,9.634042872
Eastern,Fish (bonga),2020-01-01,10.49130199,10.44863856,10.46769082,9.8504743455
Eastern,Fish (bonga),2020-02-01,10.481911963333332,10.46313191,10.478781954444443,9.423468280000002
Eastern,Fish (bonga),2020-03-01,10.481911963333332,10.49130199,10.48504197222222,9.770013301
Eastern,Fish (bonga),2020-04-01,10.574505196666664,10.481911963333332,10.512776374444442,9.420114956
Eastern,Fish (bonga),2020-05-01,10.574505196666664,10.481911963333332,10.543640785555553,9.6979848405
Eastern,Fish (bonga),2020-06-01,9.8319241705,10.574505196666664,10.326978187944443,9.473881787
Eastern,Fish (bonga),2020-07-01,9.634042872,10.574505196666664,10.01349074638889,9.031189452
Eastern,Fish (bonga),2020-08-01,9.8504743455,9.8319241705,9.772147129333334,9.3773411495
Eastern,Fish (bonga),2020-09-01,9.423468280000002,9.634042872,9.635995165833334,9.726936015
Eastern,Fish (bonga),2020-10-01,9.770013301,9.8504743455,9.681318642166667,9.8297575515
Eastern,Fish (bonga),2021-09-01,9.420114956,9.423468280000002,9.537865512333333,9.704339355
Eastern,Fish (bonga),2023-10-01,9.6979848405,9.770013301,9.6293710325,9.874902284666666
Eastern,Fish (bonga),2023-11-01,9.473881787,9.420114956,9.530660527833334,9.767484158333334
Eastern,Fish (bonga),2023-12-01,9.031189452,9.6979848405,9.401018693166668,9.6042394905
Eastern,Fish (bonga),2024-01-01,9.3773411495,9.473881787,9.294137462833334,9.313462685
Eastern,Fish (bonga),2024-02-01,9.726936015,9.031189452,9.378488872166665,9.288684715
Eastern,Fish (bonga),2024-04-01,9.8297575515,9.3773411495,9.644678238666666,9.3642275225
Eastern,Oil (palm),2012-05-01,9.424332325,8.8913284845,9.015728756,7.714701955
Eastern,Oil (palm),2012-06-01,8.452876706,8.7315254585,8.869578163166667,7.46242333
Eastern,Oil (palm),2012-07-01,9.2795277065,9.424332325,9.052245579166666,9.280841517333334
Eastern,Oil (palm),2012-08-01,8.881547664500001,8.452876706,8.871317359,8.9932394555
Eastern,Oil (palm),2012-09-01,8.1701791765,9.2795277065,8.777084849166668,8.630497476
Eastern,Oil (palm),2012-10-01,8.064909629999999,8.881547664500001,8.372212157,8.6083057505
Eastern,Oil (palm),2012-11-01,7.9074266005,8.1701791765,8.047505135666666,8.5283803425
Eastern,Oil (palm),2012-12-01,7.714701955,8.064909629999999,7.895679395166667,8.5113582975
Eastern,Oil (palm),2013-01-01,7.46242333,7.9074266005,7.694850628499999,8.5417834925
Eastern,Oil (palm),2013-02-01,9.280841517333334,7.714701955,8.152655600777779,8.244605249
Eastern,Oil (palm),2013-03-01,8.9932394555,7.46242333,8.578834767611111,8.731945454
Eastern,Oil (palm),2013-04-01,8.630497476,9.280841517333334,8.968192816277778,9.00773306
Eastern,Oil (palm),2013-05-01,8.6083057505,8.9932394555,8.744014227333333,8.1362226855
Eastern,Oil (palm),2013-06-01,8.5283803425,8.630497476,8.589061189666667,7.791012825
Eastern,Oil (palm),2013-07-01,8.5113582975,8.6083057505,8.549348130166667,8.541559280666666
Eastern,Oil (palm),2013-08-01,8.5417834925,8.5283803425,8.527174044166665,8.675060049333334
Eastern,Oil (palm),2013-09-01,8.244605249,8.5113582975,8.432582346333334,8.517393171
Eastern,Oil (palm),2013-10-01,8.731945454,8.5417834925,8.5061113985,8.443521070666666
Eastern,Oil (palm),2013-11-01,9.00773306,8.244605249,8.661427921,8.5740468015
Eastern,Oil (palm),2013-12-01,8.1362226855,8.731945454,8.625300399833334,8.393553882333334
Eastern,Oil (palm),2014-01-01,7.791012825,9.00773306,8.311656190166667,8.458513651
Eastern,Oil (palm),2014-02-01,8.541559280666666,8.1362226855,8.156264930388888,8.598621466333332
Eastern,Oil (palm),2014-03-01,8.675060049333334,7.791012825,8.335877384999998,8.525128185
Eastern,Oil (palm),2014-04-01,8.517393171,8.541559280666666,8.578004167,8.325889706
Eastern,Oil (palm),2014-05-01,8.443521070666666,8.675060049333334,8.545324763666667,8.394573731666666
Eastern,Oil (palm),2014-06-01,8.5740468015,8.517393171,8.511653681055554,8.5283899165
Eastern,Oil (palm),2014-07-01,8.393553882333334,8.443521070666666,8.470373918166667,8.001418946000001
Eastern,Oil (palm),2014-08-01,8.458513651,8.5740468015,8.475371444944445,8.565139010666668
Eastern,Oil (palm),2014-09-01,8.598621466333332,8.393553882333334,8.483562999888889,8.439367257666667
Eastern,Oil (palm),2014-10-01,8.525128185,8.458513651,8.527421100777778,8.479250045999999
Eastern,Oil (palm),2014-11-01,8.325889706,8.598621466333332,8.483213119111111,8.560410103666667
Eastern,Oil (palm),2014-12-01,8.394573731666666,8.525128185,8.415197207555556,8.535313553
Eastern,Oil (palm),2015-01-01,8.5283899165,8.325889706,8.416284451388888,8.520733682
Eastern,Oil (palm),2015-02-01,8.001418946000001,8.394573731666666,8.30812753138889,8.505911631
Eastern,Oil (palm),2015-03-01,8.565139010666668,8.5283899165,8.364982624388889,8.490834295500001
Eastern,Oil (palm),2015-04-01,8.439367257666667,8.001418946000001,8.335308404777779,8.4754961185
Eastern,Oil (palm),2015-05-01,8.479250045999999,8.565139010666668,8.49458543811111,8.459884854
Eastern,Oil (palm),2015-06-01,8.560410103666667,8.439367257666667,8.493009135777777,8.4439874865
Eastern,Oil (palm),2015-07-01,8.535313553,8.479250045999999,8.524991234222222,8.427796722
Eastern,Oil (palm),2015-08-01,8.520733682,8.560410103666667,8.53881911288889,8.4112981205
Eastern,Oil (palm),2015-09-01,8.505911631,8.535313553,8.520652955333334,8.394476267
Eastern,Oil (palm),2015-10-01,8.490834295500001,8.520733682,8.505826536166667,8.3773215835
Eastern,Oil (palm),2015-11-01,8.4754961185,8.505911631,8.490747348333334,8.359814445000001
Eastern,Oil (palm),2015-12-01,8.459884854,8.490834295500001,8.475405089333334,8.709148225666667
Eastern,Oil (palm),2016-01-01,8.4439874865,8.4754961185,8.459789486333333,8.728043209666668
Eastern,Oil (palm),2016-02-01,8.427796722,8.459884854,8.443889687499999,8.727253525
Eastern,Oil (palm),2016-03-01,8.4112981205,8.4439874865,8.427694109666666,8.709148225666667
Eastern,Oil (palm),2016-04-01,8.394476267,8.427796722,8.411190369833333,8.868542647333333
Eastern,Oil (palm),2016-05-01,8.3773215835,8.4112981205,8.394365323666667,8.891498771
Eastern,Oil (palm),2016-06-01,8.359814445000001,8.394476267,8.377204098500002,8.893489279333332
Eastern,Oil (palm),2016-07-01,8.709148225666667,8.3773215835,8.48209475138889,8.9271159695
Eastern,Oil (palm),2016-08-01,8.728043209666668,8.359814445000001,8.599001960111112,8.977144181
Eastern,Oil (palm),2016-09-01,8.727253525,8.709148225666667,8.721481653444444,8.993504545
Eastern,Oil (palm),2016-10-01,8.709148225666667,8.728043209666668,8.721481653444444,8.889432987333334
Eastern,Oil (palm),2016-11-01,8.868542647333333,8.727253525,8.768314799333334,8.894987760666666
Eastern,Oil (palm),2016-12-01,8.891498771,8.709148225666667,8.823063214666668,8.9969924325
Eastern,Oil (palm),2017-01-01,8.893489279333332,8.868542647333333,8.884510232555556,8.9824158405
Eastern,Oil (palm),2017-02-01,8.9271159695,8.891498771,8.904034673277778,8.866222388333334
Eastern,Oil (palm),2017-03-01,8.977144181,8.893489279333332,8.932583143277776,8.900592149666666
Eastern,Oil (palm),2017-04-01,8.993504545,8.9271159695,8.965921565166667,8.934813271500001
Eastern,Oil (palm),2017-05-01,8.889432987333334,8.977144181,8.953360571111112,8.9897064575
Eastern,Oil (palm),2017-06-01,8.894987760666666,8.993504545,8.925975097666667,8.907144367333332
Eastern,Oil (palm),2017-07-01,8.9969924325,8.889432987333334,8.927137726833335,8.858110496
Eastern,Oil (palm),2017-08-01,8.9824158405,8.894987760666666,8.95813201122222,8.934813271500001
Eastern,Oil (palm),2017-09-01,8.866222388333334,8.9969924325,8.948543553777776,8.85138889
Eastern,Oil (palm),2017-10-01,8.900592149666666,8.9824158405,8.916410126166666,8.907620986666666
Eastern,Oil (palm),2017-11-01,8.934813271500001,8.866222388333334,8.900542603166667,8.874983041
Eastern,Oil (palm),2017-12-01,8.9897064575,8.900592149666666,8.941703959555555,8.853808275
Eastern,Oil (palm),2018-01-01,8.907144367333332,8.934813271500001,8.943888032111111,8.900316626
Eastern,Oil (palm),2018-02-01,8.858110496,8.9897064575,8.918320440277776,8.909324966
Eastern,Oil (palm),2018-03-01,8.934813271500001,8.907144367333332,8.900022711611113,8.937568358
Eastern,Oil (palm),2018-04-01,8.85138889,8.858110496,8.881437552500001,8.944956725
Eastern,Oil (palm),2018-05-01,8.907620986666666,8.934813271500001,8.897941049388889,8.9529964865
Eastern,Oil (palm),2018-06-01,8.874983041,8.85138889,8.877997639222222,8.969010353333333
Eastern,Oil (palm),2018-07-01,8.853808275,8.907620986666666,8.878804100888889,9.0139412925
Eastern,Oil (palm),2018-08-01,8.900316626,8.874983041,8.876369314,9.0139412925
Eastern,Oil (palm),2018-09-01,8.909324966,8.853808275,8.887816622333332,9.0139412925
Eastern,Oil (palm),2018-10-01,8.937568358,8.900316626,8.91573665,9.0139412925
Eastern,Oil (palm),2018-11-01,8.944956725,8.909324966,8.930616683000002,9.066989709
Eastern,Oil (palm),2018-12-01,8.9529964865,8.937568358,8.9451738565,9.066989709
Eastern,Oil (palm),2019-01-01,8.969010353333333,8.944956725,8.95565452161111,9.159152335
Eastern,Oil (palm),2019-02-01,9.0139412925,8.9529964865,8.978649377444443,9.159152335
Eastern,Oil (palm),2019-03-01,9.0139412925,8.969010353333333,8.998964312777778,9.159152335
Eastern,Oil (palm),2019-04-01,9.0139412925,9.0139412925,9.0139412925,9.159152335
Eastern,Oil (palm),2019-05-01,9.0139412925,9.0139412925,9.0139412925,9.159152335
Eastern,Oil (palm),2019-06-01,9.066989709,9.0139412925,9.031624098,9.159152335
Eastern,Oil (palm),2019-07-01,9.066989709,9.0139412925,9.049306903499998,9.242963969
Eastern,Oil (palm),2019-08-01,9.159152335,9.066989709,9.097710584333333,9.242963969
Eastern,Oil (palm),2019-09-01,9.159152335,9.066989709,9.128431459666666,9.499644842
Eastern,Oil (palm),2019-10-01,9.159152335,9.159152335,9.159152335,9.4760252455
Eastern,Oil (palm),2019-11-01,9.159152335,9.159152335,9.159152335,9.056145499
Eastern,Oil (palm),2019-12-01,9.159152335,9.159152335,9.159152335,9.254685887
Eastern,Oil (palm),2020-01-01,9.159152335,9.159152335,9.159152335,9.280411026666666
Eastern,Oil (palm),2020-02-01,9.242963969,9.159152335,9.187089546333333,9.280377667
Eastern,Oil (palm),2020-03-01,9.242963969,9.159152335,9.215026757666665,9.280377667
Eastern,Oil (palm),2020-04-01,9.499644842,9.242963969,9.32852426,9.280377667
Eastern,Oil (palm),2020-05-01,9.4760252455,9.242963969,9.406211352166666,9.280377667
Eastern,Oil (palm),2020-06-01,9.056145499,9.499644842,9.343938528833332,9.280377667
Eastern,Oil (palm),2020-07-01,9.254685887,9.4760252455,9.262285543833334,9.280411026666666
Eastern,Oil (palm),2020-08-01,9.280411026666666,9.056145499,9.197080804222223,9.280411026666666
Eastern,Oil (palm),2020-09-01,9.280377667,9.254685887,9.271824860222223,9.331761227
Eastern,Oil (palm),2020-10-01,9.280377667,9.280411026666666,9.280388786888889,9.331789568
Eastern,Oil (palm),2020-11-01,9.280377667,9.280377667,9.280377667,9.331761227
Eastern,Oil (palm),2020-12-01,9.280377667,9.280377667,9.280377667,9.331789568
Eastern,Oil (palm),2021-01-01,9.280377667,9.280377667,9.280377667,9.376271691333333
Eastern,Oil (palm),2021-02-01,9.280411026666666,9.280377667,9.280388786888889,9.376271691333333
Eastern,Oil (palm),2021-03-01,9.280411026666666,9.280377667,9.280399906777777,9.465310444
Eastern,Oil (palm),2021-04-01,9.331761227,9.280411026666666,9.29752776011111,9.46529262
Eastern,Oil (palm),2021-05-01,9.331789568,9.280411026666666,9.314653940555555,9.46529262
Eastern,Oil (palm),2021-06-01,9.331761227,9.331761227,9.331770674,9.46529262
Eastern,Oil (palm),2021-07-01,9.331789568,9.331789568,9.331780121,9.46529262
Eastern,Oil (palm),2021-08-01,9.376271691333333,9.331761227,9.346607495444443,9.46529262
Eastern,Oil (palm),2021-09-01,9.376271691333333,9.331789568,9.361444316888889,9.543814643333333
Eastern,Oil (palm),2021-10-01,9.465310444,9.376271691333333,9.405951275555555,9.714090701
Eastern,Oil (palm),2021-11-01,9.46529262,9.376271691333333,9.435624918444445,9.635755913
Eastern,Oil (palm),2021-12-01,9.46529262,9.465310444,9.465298561333332,9.780980083333333
Eastern,Oil (palm),2022-01-01,9.46529262,9.46529262,9.46529262,9.7360905
Eastern,Oil (palm),2022-02-01,9.46529262,9.46529262,9.46529262,9.780976820666666
Eastern,Oil (palm),2022-03-01,9.46529262,9.46529262,9.46529262,9.841747297666666
Eastern,Oil (palm),2022-04-01,9.543814643333333,9.46529262,9.491466627777777,10.136901126666666
Eastern,Oil (palm),2022-05-01,9.714090701,9.46529262,9.574399321444444,10.070903656666667
Eastern,Oil (palm),2022-06-01,9.635755913,9.543814643333333,9.631220419111111,10.18828864
Eastern,Oil (palm),2022-07-01,9.780980083333333,9.714090701,9.710275565777778,10.40297735
Eastern,Oil (palm),2022-08-01,9.7360905,9.635755913,9.717608832111111,10.38155235
Eastern,Oil (palm),2022-09-01,9.780976820666666,9.780980083333333,9.766015801333332,10.19767811
Eastern,Oil (palm),2022-10-01,9.841747297666666,9.7360905,9.786271539444444,10.197663496666664
Eastern,Oil (palm),2022-11-01,10.136901126666666,9.780976820666666,9.919875081666666,10.15316595
Eastern,Oil (palm),2022-12-01,10.070903656666667,9.841747297666666,10.016517360333333,10.09165473
Eastern,Oil (palm),2023-01-01,10.18828864,10.136901126666666,10.132031141111112,10.272047263333333
Eastern,Oil (palm),2023-02-01,10.40297735,10.070903656666667,10.220723215555557,10.272047263333333
Eastern,Oil (palm),2023-03-01,10.38155235,10.18828864,10.32427278,10.272047263333333
Eastern,Oil (palm),2023-04-01,10.19767811,10.40297735,10.327402603333333,10.21730792
Eastern,Oil (palm),2023-05-01,10.197663496666664,10.38155235,10.25896465222222,10.21730792
Eastern,Oil (palm),2023-06-01,10.15316595,10.19767811,10.18283585222222,10.15840105
Eastern,Oil (palm),2023-07-01,10.09165473,10.197663496666664,10.147494725555555,10.136901126666666
Eastern,Oil (palm),2023-08-01,10.272047263333333,10.15316595,10.172289314444445,9.929599384666668
Eastern,Oil (palm),2023-09-01,10.272047263333333,10.09165473,10.211916418888888,8.9964161065
Eastern,Oil (palm),2023-10-01,10.272047263333333,10.272047263333333,10.272047263333333,9.688438031
Eastern,Oil (palm),2023-11-01,10.21730792,10.272047263333333,10.253800815555556,9.7795937465
Eastern,Oil (palm),2023-12-01,10.21730792,10.272047263333333,10.235554367777777,9.688438031
Eastern,Oil (palm),2024-01-01,10.15840105,10.21730792,10.197672296666667,9.922141288666666
Eastern,Oil (palm),2024-02-01,10.136901126666666,10.21730792,10.170870032222222,10.062519942666666
Eastern,Oil (palm),2024-03-01,9.929599384666668,10.15840105,10.074967187111111,10.014583976
Eastern,Oil (palm),2024-04-01,8.9964161065,10.136901126666666,9.68763887261111,10.0916557
Eastern,Oil (palm),2024-05-01,9.688438031,9.929599384666668,9.538151174055557,10.105008258000002
Eastern,Oil (palm),2024-06-01,9.7795937465,8.9964161065,9.488149294666668,8.7577157415
Eastern,Rice (imported),2013-02-01,7.973276033,8.188966864,8.077820479,8.0647389125
Eastern,Rice (imported),2013-03-01,8.080184783,8.07121854,8.041559785333334,8.049474803999999
Eastern,Rice (imported),2013-05-01,8.16696031,7.973276033,8.073473708666667,8.0206886215
Eastern,Rice (imported),2013-06-01,8.006700845,8.080184783,8.084615312666665,8.0021769425
Eastern,Rice (imported),2013-07-01,8.006700845,8.16696031,8.060120666666666,7.964220315
Eastern,Rice (imported),2013-09-01,8.118221952,8.006700845,8.043874547333333,8.125733997333333
Eastern,Rice (imported),2013-10-01,8.147678865,8.006700845,8.090867220666667,8.0422385155
Eastern,Rice (imported),2014-01-01,8.0647389125,8.118221952,8.110213243166667,8.051466746
Eastern,Rice (imported),2014-02-01,8.049474803999999,8.147678865,8.087297527166667,8.1008268225
Eastern,Rice (imported),2014-03-01,8.0206886215,8.0647389125,8.044967446,8.210272588999999
Eastern,Rice (imported),2014-04-01,8.0021769425,8.049474803999999,8.024113456,8.805033251
Eastern,Rice (imported),2014-05-01,7.964220315,8.0206886215,7.995695293,8.07121854
Eastern,Rice (imported),2014-06-01,8.125733997333333,8.0021769425,8.030710418277778,7.889084407
Eastern,Rice (imported),2014-07-01,8.0422385155,7.964220315,8.044064275944445,8.0598106775
Eastern,Rice (imported),2014-08-01,8.051466746,8.125733997333333,8.07314641961111,8.1142233915
Eastern,Rice (imported),2014-11-01,8.1008268225,8.0422385155,8.064844028,8.151712734666667
Eastern,Rice (imported),2014-12-01,8.210272588999999,8.051466746,8.120855385833332,8.326062095
Eastern,Rice (imported),2015-01-01,8.805033251,8.1008268225,8.372044220833333,8.385439559
Eastern,Rice (imported),2015-02-01,8.07121854,8.210272588999999,8.362174793333333,8.588130455
Eastern,Rice (imported),2015-03-01,7.889084407,8.805033251,8.255112066,8.588130455
Eastern,Rice (imported),2015-04-01,8.0598106775,8.07121854,8.0067045415,8.588130455
Eastern,Rice (imported),2015-05-01,8.1142233915,7.889084407,8.021039492,8.243875665000001
Eastern,Rice (imported),2016-06-01,8.151712734666667,8.0598106775,8.10858226788889,8.3216582065
Eastern,Rice (imported),2016-07-01,8.326062095,8.1142233915,8.197332740388887,8.308959327666667
Eastern,Rice (imported),2016-08-01,8.385439559,8.151712734666667,8.287738129555555,8.326032686
Eastern,Rice (imported),2016-09-01,8.588130455,8.326062095,8.433210703,8.345712066
Eastern,Rice (imported),2016-10-01,8.588130455,8.385439559,8.520566823000001,8.507344855
Eastern,Rice (imported),2016-11-01,8.588130455,8.588130455,8.588130455,8.305731145
Eastern,Rice (imported),2016-12-01,8.243875665000001,8.588130455,8.473378858333334,8.3890940215
Eastern,Rice (imported),2017-01-01,8.3216582065,8.588130455,8.3845547755,8.477720966
Eastern,Rice (imported),2017-02-01,8.308959327666667,8.243875665000001,8.291497733055557,8.457440058666668
Eastern,Rice (imported),2017-03-01,8.326032686,8.3216582065,8.318883406722222,8.366602833
Eastern,Rice (imported),2017-04-01,8.345712066,8.308959327666667,8.32690135988889,8.26898821
Eastern,Rice (imported),2017-05-01,8.507344855,8.326032686,8.393029869000001,8.403056360333332
Eastern,Rice (imported),2017-06-01,8.305731145,8.345712066,8.386262688666667,8.412054873
Eastern,Rice (imported),2017-08-01,8.3890940215,8.507344855,8.400723340499999,8.499686886500001
Eastern,Rice (imported),2017-09-01,8.477720966,8.305731145,8.390848710833334,8.466110401
Eastern,Rice (imported),2017-11-01,8.457440058666668,8.3890940215,8.441418348722223,8.476579509
Eastern,Rice (imported),2017-12-01,8.366602833,8.477720966,8.43392128588889,8.397076335666668
Eastern,Rice (imported),2018-03-01,8.26898821,8.457440058666668,8.364343700555557,8.432779787666666
Eastern,Rice (imported),2018-04-01,8.403056360333332,8.366602833,8.346215801111109,8.458511585
Eastern,Rice (imported),2018-07-01,8.412054873,8.26898821,8.36136648111111,8.4447797405
Eastern,Rice (imported),2018-08-01,8.499686886500001,8.403056360333332,8.438266039944445,8.594339401
Eastern,Rice (imported),2018-09-01,8.466110401,8.412054873,8.459284053500001,8.584995080999999
Eastern,Rice (imported),2018-10-01,8.476579509,8.499686886500001,8.4807922655,8.584946419
Eastern,Rice (imported),2018-11-01,8.397076335666668,8.466110401,8.446588748555556,8.562069412500001
Eastern,Rice (imported),2018-12-01,8.432779787666666,8.476579509,8.435478544111112,8.630700432
Eastern,Rice (imported),2019-01-01,8.458511585,8.397076335666668,8.429455902777779,8.76663977
Eastern,Rice (imported),2019-03-01,8.4447797405,8.432779787666666,8.445357037722221,8.76663977
Eastern,Rice (imported),2019-04-01,8.594339401,8.458511585,8.499210242166667,8.76010401
Eastern,Rice (imported),2019-05-01,8.584995080999999,8.4447797405,8.5413714075,8.76010401
Eastern,Rice (imported),2019-06-01,8.584946419,8.594339401,8.588093633666666,8.824824939
Eastern,Rice (imported),2019-07-01,8.562069412500001,8.584995080999999,8.577336970833334,8.909370405
Eastern,Rice (imported),2019-08-01,8.630700432,8.584946419,8.592572087833334,8.881975184
Eastern,Rice (imported),2019-09-01,8.76663977,8.562069412500001,8.653136538166665,9.011713919
Eastern,Rice (imported),2019-10-01,8.76663977,8.630700432,8.721326657333332,8.853808275
Eastern,Rice (imported),2019-11-01,8.76010401,8.76663977,8.764461183333333,8.987321813
Eastern,Rice (imported),2020-01-01,8.76010401,8.76663977,8.762282596666665,8.987321813
Eastern,Rice (imported),2020-02-01,8.824824939,8.76010401,8.781677653000001,8.987321813
Eastern,Rice (imported),2020-03-01,8.909370405,8.76010401,8.831433118,8.987321813
Eastern,Rice (imported),2020-04-01,8.881975184,8.824824939,8.872056842666668,8.987321813
Eastern,Rice (imported),2020-05-01,9.011713919,8.909370405,8.934353169333335,8.987321813
Eastern,Rice (imported),2020-06-01,8.853808275,8.881975184,8.915832459333332,8.987321813
Eastern,Rice (imported),2020-07-01,8.987321813,9.011713919,8.950948002333334,8.987321813
Eastern,Rice (imported),2020-08-01,8.987321813,8.853808275,8.942817300333333,8.987321813
Eastern,Rice (imported),2020-09-01,8.987321813,8.987321813,8.987321813,8.987321813
Eastern,Rice (imported),2020-10-01,8.987321813,8.987321813,8.987321813,8.987321813
Eastern,Rice (imported),2020-11-01,8.987321813,8.987321813,8.987321813,8.987321813
Eastern,Rice (imported),2020-12-01,8.987321813,8.987321813,8.987321813,8.987321813
